model,accuracy,precision,recall,f1_score,best_params
Random Forest + SMOTE + Optuna,0.9006450288295379,0.989962310591493,0.8627713861958589,0.9220009939601251,"{'n_estimators': 97, 'max_depth': 27, 'min_samples_split': 9, 'min_samples_leaf': 1}"
